conf;M1;valutazione;anno;codaz
302.112;0,03;Reg/Neg/n.a.;2.015,00;080BG001
302.286;0;Reg/Neg/n.a.;2.012,00;092BG024
302.292;0;Reg/Neg/n.a.;2.012,00;190BG118
302.297;0;Reg/Neg/n.a.;2.012,00;190BG027
302.302;0,04;Reg/Neg/n.a.;2.012,00;048BG008
302.307;0;Reg/Neg/n.a.;2.012,00;103BG004
302.314;0,02;Reg/Neg/n.a.;2.012,00;048BG019
302.319;0,01;Reg/Neg/n.a.;2.012,00;087BG020
303.472;0,01;Reg/Neg/n.a.;2.012,00;142BG014
303.478;0;Reg/Neg/n.a.;2.012,00;142BG004
303.482;0;Reg/Neg/n.a.;2.012,00;142BG020
303.488;0;Reg/Neg/n.a.;2.012,00;033BG018
303.531;0;Reg/Neg/n.a.;2.012,00;033BG033
303.563;0;Reg/Neg/n.a.;2.012,00;033BG094
303.570;0,02;Reg/Neg/n.a.;2.012,00;033BG002
303.573;0;Reg/Neg/n.a.;2.012,00;109BG001
303.575;0;Reg/Neg/n.a.;2.012,00;235BG033
303.585;0,01;Reg/Neg/n.a.;2.012,00;109BG002
303.600;0;Reg/Neg/n.a.;2.012,00;246BG167
303.603;0,01;Reg/Neg/n.a.;2.012,00;190BG055
303.607;0;Reg/Neg/n.a.;2.012,00;246BG040
303.609;0;Reg/Neg/n.a.;2.012,00;246BG054
303.615;0;Reg/Neg/n.a.;2.012,00;246BG034
304.738;0,04;Reg/Neg/n.a.;2.012,00;192BG060
304.743;0;Reg/Neg/n.a.;2.012,00;027BG001
304.744;0,02;Reg/Neg/n.a.;2.012,00;202BG022
304.824;0;Reg/Neg/n.a.;2.011,00;079BG015
304.831;0;Reg/Neg/n.a.;2.011,00;109BG001
304.836;0;Reg/Neg/n.a.;2.011,00;109BG002
304.841;0;Reg/Neg/n.a.;2.011,00;096BG004
304.846;0;Reg/Neg/n.a.;2.011,00;096BG007
304.853;0;Reg/Neg/n.a.;2.011,00;096BG003
304.856;0,01;Reg/Neg/n.a.;2.011,00;096BG002
304.865;0;Reg/Neg/n.a.;2.011,00;096BG006
304.869;0;Reg/Neg/n.a.;2.011,00;243BG035
304.873;0,01;Reg/Neg/n.a.;2.011,00;243BG006
304.876;0,01;Reg/Neg/n.a.;2.011,00;243BG001
304.880;0,01;Reg/Neg/n.a.;2.011,00;243BG010
304.887;0;Reg/Neg/n.a.;2.011,00;243BG020
304.891;0,01;Reg/Neg/n.a.;2.011,00;243BG004
304.895;0,01;Reg/Neg/n.a.;2.011,00;243BG017
304.896;0,02;Reg/Neg/n.a.;2.011,00;243BG051
304.900;0,01;Reg/Neg/n.a.;2.011,00;195BG008
304.901;0;Reg/Neg/n.a.;2.011,00;195BG009
304.902;0,01;Reg/Neg/n.a.;2.011,00;243BG074
304.905;0;Reg/Neg/n.a.;2.011,00;195BG011
304.906;0,03;Reg/Neg/n.a.;2.011,00;195BG002
304.907;0,01;Reg/Neg/n.a.;2.011,00;195BG001
304.911;0,02;Reg/Neg/n.a.;2.011,00;195BG013
304.914;0,01;Reg/Neg/n.a.;2.011,00;243BG007
304.917;0,01;Reg/Neg/n.a.;2.011,00;243BG016
304.920;0,01;Reg/Neg/n.a.;2.011,00;243BG033
305.941;0;Reg/Neg/n.a.;2.015,00;038BG006
305.964;0,01;Reg/Neg/n.a.;2.012,00;063BG002
305.968;0,01;Reg/Neg/n.a.;2.012,00;001BG003
305.970;0;Reg/Neg/n.a.;2.012,00;001BG013
305.973;0;Reg/Neg/n.a.;2.012,00;002BG013
306.392;0,03;Reg/Neg/n.a.;2.012,00;004BG031
306.827;0;Reg/Neg/n.a.;2.015,00;027BG001
307.350;0,005;Reg/Neg/n.a.;2.010,00;101BG008
307.416;0,005;Reg/Neg/n.a.;2.010,00;101BG021
307.425;0,005;Reg/Neg/n.a.;2.010,00;019BG011
307.430;0,08;Irr/Pos;2.010,00;010BG003
307.434;0,005;Reg/Neg/n.a.;2.010,00;101BG044
307.512;0,005;Reg/Neg/n.a.;2.010,00;101BG045
307.540;0,048;Irr/Pos;2.010,00;101BG029
307.553;0,005;Reg/Neg/n.a.;2.010,00;101BG040
307.566;0,005;Reg/Neg/n.a.;2.010,00;101BG037
307.578;0,005;Reg/Neg/n.a.;2.010,00;122BG012
307.591;0,005;Reg/Neg/n.a.;2.010,00;122BG011
307.597;0,007;Reg/Neg/n.a.;2.010,00;122BG008
307.605;0,005;Reg/Neg/n.a.;2.010,00;122BG009
307.612;0,005;Reg/Neg/n.a.;2.010,00;101BG037
307.959;0,007;Reg/Neg/n.a.;2.010,00;101BG012
307.971;0,007;Reg/Neg/n.a.;2.010,00;101BG019
307.975;0,005;Reg/Neg/n.a.;2.010,00;101BG009
307.998;0,013;Reg/Neg/n.a.;2.010,00;101BG010
308.008;0,014;Reg/Neg/n.a.;2.010,00;040BG012
308.014;0,005;Reg/Neg/n.a.;2.010,00;029BG006
308.016;0,03;Reg/Neg/n.a.;2.010,00;075BG001
308.021;0,006;Reg/Neg/n.a.;2.010,00;029BG007
308.031;0,005;Reg/Neg/n.a.;2.010,00;029BG002
308.034;0,02;Reg/Neg/n.a.;2.011,00;230BG014
308.133;0,005;Reg/Neg/n.a.;2.010,00;101BG005
308.789;0,02;Reg/Neg/n.a.;2.012,00;213BG006
310.251;0,01;Reg/Neg/n.a.;2.012,00;199BG011
310.270;0,01;Reg/Neg/n.a.;2.012,00;241BG001
310.278;0,01;Reg/Neg/n.a.;2.012,00;013BG014
310.289;0,01;Reg/Neg/n.a.;2.012,00;219BG056
310.405;0,01;Reg/Neg/n.a.;2.012,00;167BG003
310.413;0,03;Reg/Neg/n.a.;2.012,00;167BG004
310.426;0,02;Reg/Neg/n.a.;2.012,00;146BG025
310.438;0,01;Reg/Neg/n.a.;2.012,00;060BG124
310.444;0,02;Reg/Neg/n.a.;2.012,00;108BG030
310.466;0,01;Reg/Neg/n.a.;2.012,00;060BG041
310.479;0,02;Reg/Neg/n.a.;2.012,00;067BG014
310.484;0,01;Reg/Neg/n.a.;2.012,00;060BG002
310.489;0,01;Reg/Neg/n.a.;2.012,00;108BG024
310.493;0,02;Reg/Neg/n.a.;2.012,00;108BG017
310.497;0,01;Reg/Neg/n.a.;2.012,00;108BG046
310.505;0,01;Reg/Neg/n.a.;2.012,00;080BG010
310.506;0,02;Reg/Neg/n.a.;2.012,00;108BG006
310.511;0,02;Reg/Neg/n.a.;2.012,00;060BG027
310.517;0,02;Reg/Neg/n.a.;2.012,00;108BG026
310.522;0,01;Reg/Neg/n.a.;2.012,00;060BG036
310.525;0,01;Reg/Neg/n.a.;2.012,00;108BG086
311.164;0,03;Reg/Neg/n.a.;2.012,00;199BG015
311.167;0,01;Reg/Neg/n.a.;2.012,00;199BG021
311.172;0;Reg/Neg/n.a.;2.012,00;137BG047
311.176;0;Reg/Neg/n.a.;2.012,00;119BG069
311.183;0;Reg/Neg/n.a.;2.012,00;001BG043
311.185;0;Reg/Neg/n.a.;2.012,00;002BG012
311.369;0,005;Reg/Neg/n.a.;2.010,00;094BG008
311.375;0,008;Reg/Neg/n.a.;2.010,00;094BG003
311.387;0,005;Reg/Neg/n.a.;2.010,00;182BG016
311.392;0,005;Reg/Neg/n.a.;2.010,00;119BG010
311.401;0,018;Reg/Neg/n.a.;2.010,00;222BG002
311.403;0,005;Reg/Neg/n.a.;2.010,00;086BG037
311.414;0,005;Reg/Neg/n.a.;2.010,00;102BG031
311.420;0,005;Reg/Neg/n.a.;2.010,00;110BG009
311.421;0;Reg/Neg/n.a.;2.012,00;082BG008
311.424;0,005;Reg/Neg/n.a.;2.010,00;110BG011
311.424;0,01;Reg/Neg/n.a.;2.012,00;156BG009
311.429;0,005;Reg/Neg/n.a.;2.010,00;142BG020
311.496;0,02;Reg/Neg/n.a.;2.011,00;040BG014
311.502;0,02;Reg/Neg/n.a.;2.012,00;204BG009
311.505;0;Reg/Neg/n.a.;2.012,00;086BG076
311.506;0;Reg/Neg/n.a.;2.011,00;040BG028
311.511;0;Reg/Neg/n.a.;2.012,00;086BG135
311.547;0,038;Reg/Neg/n.a.;2.010,00;183BG025
314.546;0,01;Reg/Neg/n.a.;2.012,00;189BG018
314.555;0,01;Reg/Neg/n.a.;2.012,00;119BG010
314.564;0,01;Reg/Neg/n.a.;2.012,00;040BG018
314.569;0,02;Reg/Neg/n.a.;2.012,00;183BG048
314.576;0,01;Reg/Neg/n.a.;2.012,00;217BG003
314.577;0,03;Reg/Neg/n.a.;2.012,00;217BG003
314.584;0,03;Reg/Neg/n.a.;2.012,00;217BG026
314.594;0,01;Reg/Neg/n.a.;2.012,00;071BG002
314.882;0,005;Reg/Neg/n.a.;2.010,00;203BG017
316.155;0;Reg/Neg/n.a.;2.014,00;113BG008
316.159;0,04;Reg/Neg/n.a.;2.014,00;113BG012
316.360;0,005;Reg/Neg/n.a.;2.010,00;001BG006
316.368;0,005;Reg/Neg/n.a.;2.010,00;001BG043
316.375;0,005;Reg/Neg/n.a.;2.010,00;001BG013
316.382;0,005;Reg/Neg/n.a.;2.010,00;104BG003
316.386;0,005;Reg/Neg/n.a.;2.010,00;102BG017
316.391;0,005;Reg/Neg/n.a.;2.010,00;179BG019
316.394;0,005;Reg/Neg/n.a.;2.010,00;142BG018
316.397;0,005;Reg/Neg/n.a.;2.010,00;040BG031
316.414;0,005;Reg/Neg/n.a.;2.010,00;040BG018
316.422;0,022;Reg/Neg/n.a.;2.010,00;040BG010
317.122;0;Reg/Neg/n.a.;2.011,00;012BG013
317.128;0;Reg/Neg/n.a.;2.011,00;077BG102
317.268;0,01;Reg/Neg/n.a.;2.012,00;146BG040
317.276;0,02;Reg/Neg/n.a.;2.012,00;146BG047
317.280;0,02;Reg/Neg/n.a.;2.012,00;146BG024
317.463;0,007;Reg/Neg/n.a.;2.010,00;101BG029
317.469;0,006;Reg/Neg/n.a.;2.010,00;010BG003
317.632;0,005;Reg/Neg/n.a.;2.010,00;118BG024
318.150;0,01;Reg/Neg/n.a.;2.013,00;125BG005
319.179;0,02;Reg/Neg/n.a.;2.012,00;146BG033
319.183;0,02;Reg/Neg/n.a.;2.012,00;199BG012
319.187;0;Reg/Neg/n.a.;2.012,00;111BG046
319.193;0,02;Reg/Neg/n.a.;2.012,00;217BG015
319.203;0,04;Reg/Neg/n.a.;2.012,00;219BG086
319.209;0,01;Reg/Neg/n.a.;2.012,00;047BG002
319.658;0,01;Reg/Neg/n.a.;2.012,00;245BG045
321.404;0;Reg/Neg/n.a.;2.013,00;039BG069
322.353;0;Reg/Neg/n.a.;2.014,00;008BG006
323.284;0;Reg/Neg/n.a.;2.011,00;235BG033
323.285;0,01;Reg/Neg/n.a.;2.011,00;237BG035
323.288;0,01;Reg/Neg/n.a.;2.011,00;237BG027
323.294;0;Reg/Neg/n.a.;2.011,00;237BG044
323.295;0,01;Reg/Neg/n.a.;2.011,00;237BG029
323.296;0;Reg/Neg/n.a.;2.011,00;237BG024
324.144;0,01;Reg/Neg/n.a.;2.012,00;183BG032
324.147;0;Reg/Neg/n.a.;2.012,00;183BG041
324.149;0,03;Reg/Neg/n.a.;2.012,00;183BG031
324.152;0,01;Reg/Neg/n.a.;2.012,00;183BG038
325.223;0;Reg/Neg/n.a.;2.011,00;104BG017
325.226;0;Reg/Neg/n.a.;2.011,00;104BG010
325.228;0;Reg/Neg/n.a.;2.011,00;104BG021
325.233;0,01;Reg/Neg/n.a.;2.011,00;104BG037
325.236;0;Reg/Neg/n.a.;2.011,00;001BG034
325.239;0;Reg/Neg/n.a.;2.011,00;104BG002
325.240;0;Reg/Neg/n.a.;2.011,00;001BG006
325.243;0;Reg/Neg/n.a.;2.011,00;001BG043
325.245;0,01;Reg/Neg/n.a.;2.011,00;235BG003
325.246;0;Reg/Neg/n.a.;2.011,00;235BG017
325.249;0;Reg/Neg/n.a.;2.011,00;040BG029
326.262;0;Reg/Neg/n.a.;2.010,00;167BG002
326.267;0;Reg/Neg/n.a.;2.010,00;206BG015
327.106;0;Reg/Neg/n.a.;2.011,00;002BG012
327.109;0;Reg/Neg/n.a.;2.011,00;001BG010
327.111;0;Reg/Neg/n.a.;2.011,00;002BG013
327.114;0;Reg/Neg/n.a.;2.011,00;211BG003
327.118;0;Reg/Neg/n.a.;2.011,00;119BG020
327.119;0;Reg/Neg/n.a.;2.011,00;159BG039
327.120;0;Reg/Neg/n.a.;2.011,00;104BG050
327.332;0;Reg/Neg/n.a.;2.012,00;246BG236
327.413;0,01;Reg/Neg/n.a.;2.015,00;083BG021
329.555;0;Reg/Neg/n.a.;2.015,00;072BG025
331.679;0;Reg/Neg/n.a.;2.015,00;239BG006
339.964;0,03;Reg/Neg/n.a.;2.015,00;036BG001
339.971;0;Reg/Neg/n.a.;2.015,00;190BG027
339.979;0;Reg/Neg/n.a.;2.015,00;246BG040
350.333;0,01;Reg/Neg/n.a.;2.012,00;167BG002
350.337;0;Reg/Neg/n.a.;2.012,00;206BG015
350.340;0,01;Reg/Neg/n.a.;2.012,00;142BG018
350.342;0,02;Reg/Neg/n.a.;2.012,00;040BG002
350.351;0,01;Reg/Neg/n.a.;2.012,00;040BG039
350.354;0,02;Reg/Neg/n.a.;2.012,00;049BG002
350.357;0;Reg/Neg/n.a.;2.012,00;049BG001
350.364;0;Reg/Neg/n.a.;2.012,00;049BG004
350.368;0;Reg/Neg/n.a.;2.012,00;049BG003
350.372;0;Reg/Neg/n.a.;2.012,00;092BG069
350.380;0,01;Reg/Neg/n.a.;2.012,00;239BG028
350.383;0,01;Reg/Neg/n.a.;2.012,00;202BG016
350.384;0,03;Reg/Neg/n.a.;2.012,00;052BG007
350.386;0,04;Reg/Neg/n.a.;2.012,00;239BG006
350.456;0,01;Reg/Neg/n.a.;2.012,00;211BG003
350.467;0;Reg/Neg/n.a.;2.012,00;001BG004
350.471;0;Reg/Neg/n.a.;2.012,00;001BG010
